Full Class Sched- ALL COLLEGES,   ,,,,,,,,,,,
Subject,Catalog,Section,Descr,Component,Name,Tot Enrl,Facil ID,Start Date,End Date,Mtg Pat,Mtg Start,Mtg End
EDMS, 572,04,CLIN PRACT IN EL SCHS II,SUP,"Richardson,Martha R",1,CLINICAL,1/23/17,5/12/17,,,
EDMS, 572,05,CLIN PRACT IN EL SCHS II,SUP,"Ernst,Gene A",2,CLINICAL,1/23/17,5/12/17,,,
EDMS, 572,06,CLIN PRACT IN EL SCHS II,SUP,"Ernst,Judith D",4,CLINICAL,1/23/17,5/12/17,,,
EDMS, 572,07,CLIN PRACT IN EL SCHS II,SUP,"McCall,Carol H",6,CLINICAL,1/23/17,5/12/17,,,
EDMS, 572,08,CLIN PRACT IN EL SCHS II,SUP,"Zucker,Ann E",2,CLINICAL,1/23/17,5/12/17,,,
EDMS, 572,09,CLIN PRACT IN EL SCHS II,SUP,"Craig,Wendy H",3,CLINICAL,1/23/17,5/12/17,,,
EDMS, 572,10,CLIN PRACT IN EL SCHS II,SUP,"Alden,Tanya M",5,CLINICAL,1/23/17,5/12/17,,,
EDMS, 572,11,CLIN PRACT IN EL SCHS II,SUP,"Cella,Diane B",3,CLINICAL,1/23/17,5/12/17,,,
EDMS, 572,12,CLIN PRACT IN EL SCHS II,SUP,"Lopez Rosende,Ana Isabel",2,CLINICAL,1/23/17,5/12/17,,,
EDMS, 572,13,CLIN PRACT IN EL SCHS II,SUP,"Wrzeski,Ellyn A",6,CLINICAL,1/23/17,5/12/17,,,
EDMS, 572,14,CLIN PRACT IN EL SCHS II,SUP,"Calcagno,Mary C",3,CLINICAL,1/23/17,5/12/17,,,
EDMS, 572,15,CLIN PRACT IN EL SCHS II,SUP,"Woods,Jennifer",3,CLINICAL,1/23/17,5/12/17,,,
EDMS, 572,16,CLIN PRACT IN EL SCHS II,SUP,"O'Connor,Owen J",4,CLINICAL,1/23/17,5/12/17,,,
EDMS, 572,17,CLIN PRACT IN EL SCHS II,SUP,"Ryzewski,Lee E",3,CLINICAL,1/23/17,5/12/17,,,
EDMS, 572,18,CLIN PRACT IN EL SCHS II,SUP,"Moffitt,Karen S",3,CLINICAL,1/23/17,5/12/17,,,
EDMS, 572,19,CLIN PRACT IN EL SCHS II,SUP,"Wendling,Laura M",8,CLINICAL,1/23/17,5/12/17,,,
EDMS, 572,20,CLIN PRACT IN EL SCHS II,SUP,"Cambra-Adamson,Christina D",3,CLINICAL,1/23/17,5/12/17,,,
EDMS, 572,21,CLIN PRACT IN EL SCHS II,SUP,"Clark-George,Jan L",3,CLINICAL,1/23/17,5/12/17,,,
EDMS, 572,22,CLIN PRACT IN EL SCHS II,SUP,"Kolman,Joni S",3,CLINICAL,1/23/17,5/12/17,,,
EDMS, 572,23,CLIN PRACT IN EL SCHS II,SUP,"Moser-Hayashi,Nancy Elizabeth",3,CLINICAL,1/23/17,5/12/17,,,
EDMS, 573,01,CLIN PRACT IN EL SCHS BIL/ELD,SUP,"Richardson,Martha R",3,CLINICAL,1/23/17,5/12/17,,,
EDMS, 575B,01,INTEG PRG CAPSTONE SEM,LEC,"Freeborn,Sherry L",9,MARK 210,1/23/17,5/12/17,M,5:30:00 PM,6:20:00 PM
EDMX, 512,01,ELEM TEACH & LRN II SPED,LEC,"Mauerman,Leslie P",18,OFF CAMPUS,1/23/17,3/17/17,M,7:30:00 AM,3:30:00 PM
EDMX, 521,01,ELEM LIT FOR SPEC ED,LEC,"Daniels,Erika D",1,ARR,1/23/17,5/12/17,,,
EDMX, 570,01,ED SPEC: CLIN PRAC ELEM & SPEC,ACT,"Woods,Jennifer",1,CLINICAL,1/23/17,5/12/17,,,
EDMX, 571,01,ED SPEC: CLIN PRACT-GEN ED,SUP,"Heckman,John",1,CLINICAL,1/23/17,5/12/17,,,
EDMX, 571,02,ED SPEC: CLIN PRACT-GEN ED,SUP,"Hanor,Joan H",3,CLINICAL,1/23/17,5/12/17,,,
EDMX, 571,03,ED SPEC: CLIN PRACT-GEN ED,SUP,"Richardson,Martha R",1,CLINICAL,1/23/17,5/12/17,,,
EDMX, 571,04,ED SPEC: CLIN PRACT-GEN ED,SUP,"Alden,Tanya M",1,CLINICAL,1/23/17,5/12/17,,,
EDMX, 571,05,ED SPEC: CLIN PRACT-GEN ED,SUP,"Cella,Diane B",1,CLINICAL,1/23/17,5/12/17,,,
EDMX, 571,06,ED SPEC: CLIN PRACT-GEN ED,SUP,"Wrzeski,Ellyn A",1,CLINICAL,1/23/17,5/12/17,,,
EDMX, 571,07,ED SPEC: CLIN PRACT-GEN ED,SUP,"Woods,Jennifer",1,CLINICAL,1/23/17,5/12/17,,,
EDMX, 571,08,ED SPEC: CLIN PRACT-GEN ED,SUP,"O'Connor,Owen J",1,CLINICAL,1/23/17,5/12/17,,,
EDMX, 571,09,ED SPEC: CLIN PRACT-GEN ED,SUP,"Moffitt,Karen S",3,CLINICAL,1/23/17,5/12/17,,,
EDMX, 571,10,ED SPEC: CLIN PRACT-GEN ED,SUP,"Cambra-Adamson,Christina D",1,CLINICAL,1/23/17,5/12/17,,,
EDMX, 571,11,ED SPEC: CLIN PRACT-GEN ED,SUP,"Clark-George,Jan L",1,CLINICAL,1/23/17,5/12/17,,,
EDMX, 571,12,ED SPEC: CLIN PRACT-GEN ED,SUP,"Moser-Hayashi,Nancy Elizabeth",1,CLINICAL,1/23/17,5/12/17,,,
EDMX, 572,01,EDUC SPEC-CLIN PRACT: SPED,SUP,"Norman,Dorlan M",2,CLINICAL,1/23/17,5/12/17,,,
EDMX, 572,02,EDUC SPEC-CLIN PRACT: SPED,SUP,"Mayo-Aubery,Linda M",1,CLINICAL,1/23/17,5/12/17,,,
EDMX, 572,03,EDUC SPEC-CLIN PRACT: SPED,SUP,"Kurtz,Patricia Y",2,CLINICAL,1/23/17,5/12/17,,,
EDMX, 573,01,ED SPEC: CLIN PRAC MOD/SEVERE,ACT,"Norman,Dorlan M",3,CLINICAL,1/23/17,5/12/17,,,
EDMX, 573,02,ED SPEC: CLIN PRAC MOD/SEVERE,ACT,"Barton,Dianne L",3,CLINICAL,1/23/17,5/12/17,,,
EDMX, 573,03,ED SPEC: CLIN PRAC MOD/SEVERE,ACT,"Patterson,Gayle L",4,CLINICAL,1/23/17,5/12/17,,,
EDMX, 573,04,ED SPEC: CLIN PRAC MOD/SEVERE,ACT,"McGinty,James T",2,CLINICAL,1/23/17,5/12/17,,,
EDMX, 573,05,ED SPEC: CLIN PRAC MOD/SEVERE,ACT,"Mauerman,Leslie P",1,CLINICAL,1/23/17,5/12/17,,,
EDMX, 573,06,ED SPEC: CLIN PRAC MOD/SEVERE,ACT,"Mayo-Aubery,Linda M",1,CLINICAL,1/23/17,5/12/17,,,
EDMX, 573,07,ED SPEC: CLIN PRAC MOD/SEVERE,ACT,"Kurtz,Patricia Y",1,CLINICAL,1/23/17,5/12/17,,,
EDMX, 573,08,ED SPEC: CLIN PRAC MOD/SEVERE,ACT,"Brooks,Rebecca J",2,CLINICAL,1/23/17,5/12/17,,,
EDMX, 573,09,ED SPEC: CLIN PRAC MOD/SEVERE,ACT,"Osselaer,Carole J",2,CLINICAL,1/23/17,5/12/17,,,
EDMX, 575,01,ED SPEC: TRANS DEVELOP SEMINAR,LEC,"Norman,Dorlan M",5,MARK 210,1/23/17,5/12/17,W,5:30:00 PM,8:20:00 PM
EDMX, 622,01,LITERACY FOR EDUC SPECIALISTS,LEC,"Robledo,Jodi A",11,UNIV 100,1/23/17,5/12/17,M,5:30:00 PM,9:20:00 PM
EDMX, 622,02,LITERACY FOR EDUC SPECIALISTS,LEC,"Daniels,Erika D",18,OFF CAMPUS,1/23/17,3/17/17,T,7:30:00 AM,3:30:00 PM
EDMX, 627,01,ASSESS PLAN & INSTR,LEC,"Brooks,Rebecca J",9,UNIV 440,1/23/17,5/12/17,R,5:30:00 PM,8:20:00 PM
EDMX, 635,01,ED SPEC-CURR/INSTRUC-MOD/SEV,LEC,"Robledo,Jodi A",20,ACD 301,1/23/17,5/12/17,W,5:30:00 PM,9:20:00 PM
EDMX, 672,02,ED SPEC-CLIN PRAC INTERNS II,SUP,"Mauerman,Leslie P",1,CLINICAL,1/23/17,5/12/17,,,
EDMX, 672,03,ED SPEC-CLIN PRAC INTERNS II,SUP,"Ridgeway,Marygrace B",2,CLINICAL,1/23/17,5/12/17,,,
EDMX, 672,04,ED SPEC-CLIN PRAC INTERNS II,SUP,"McQuestion,Rebecca J",1,CLINICAL,1/23/17,5/12/17,,,
EDMX, 672,05,ED SPEC-CLIN PRAC INTERNS II,SUP,"Osselaer,Carole J",1,CLINICAL,1/23/17,5/12/17,,,
EDSS, 530,01,SEC SCHOOL 21ST CENT,LEC,"Rich,Julie R",21,KEL 5102,1/23/17,5/12/17,M,11:30:00 AM,2:20:00 PM
EDSS, 530,02,SEC SCHOOL 21ST CENT,LEC,"Nank,Sean D",25,UNIV 273,1/23/17,5/12/17,M,2:30:00 PM,5:20:00 PM
EDSS, 531,01,THE REFLECTIVE PRACTITIONER,LEC,"Canny Gerent,Teresa L",21,KEL 5102,1/23/17,5/12/17,M,2:30:00 PM,5:20:00 PM
EDSS, 531,02,THE REFLECTIVE PRACTITIONER,LEC,"Canny Gerent,Teresa L",25,UNIV 273,1/23/17,5/12/17,M,8:30:00 AM,11:20:00 AM
EDSS, 541,01,INTERDISCIPLINARY METHODS,LEC,"Elsbree,Anne R",21,KEL 5102,1/23/17,5/12/17,M,8:30:00 AM,11:20:00 AM
EDSS, 541,02,INTERDISCIPLINARY METHODS,LEC,"Elsbree,Anne R",25,UNIV 273,1/23/17,5/12/17,M,11:30:00 AM,2:20:00 PM
EDSS, 543B,01,SEC MATH ED B,LEC,"Shinsato,Tina K",10,UNIV 273,1/23/17,5/12/17,R,5:00:00 PM,6:50:00 PM
EDSS, 544B,01,SEC SOC STUD ED B,LEC,"Leary,Timothy N",21,UNIV 273,1/23/17,5/12/17,T,5:00:00 PM,6:50:00 PM
EDSS, 545B,01,SEC SCI ED B,LEC,"Keating,Joseph F",10,UNIV 273,1/23/17,5/12/17,R,7:00:00 PM,8:50:00 PM
EDSS, 546B,01,SEC ENGL ED B,LEC,"Rich,Julie R",21,UNIV 273,1/23/17,5/12/17,T,7:00:00 PM,8:50:00 PM
EDSS, 547,01,SEC WORLD LANGUAGES ED,LEC,"Solis,Francisco M",8,UNIV 443,1/23/17,5/12/17,R,5:30:00 PM,8:20:00 PM
EDSS, 548A,01,SECONDARY PHYS ED METHODS A,LEC,"Bruecker,Steven W",6,UNIV 271,1/23/17,5/12/17,W,4:00:00 PM,5:50:00 PM
EDSS, 548B,01,SECONDARY PHYS ED METHODS B,LEC,"Bruecker,Steven W",6,UNIV 271,1/23/17,5/12/17,W,6:00:00 PM,7:50:00 PM
EDSS, 572,01,CLIN PRACTICE IN SEC SCHOOL II,SUP,"Canny Gerent,Teresa L",5,CLINICAL,1/23/17,5/12/17,,,
EDSS, 572,02,CLIN PRACTICE IN SEC SCHOOL II,SUP,"Bruecker,Steven W",1,CLINICAL,1/23/17,5/12/17,,,
EDSS, 572,03,CLIN PRACTICE IN SEC SCHOOL II,SUP,"Wrzeski,Ellyn A",4,CLINICAL,1/23/17,5/12/17,,,
EDSS, 572,04,CLIN PRACTICE IN SEC SCHOOL II,SUP,"Buza,Patricia C",2,CLINICAL,1/23/17,5/12/17,,,
EDSS, 572,05,CLIN PRACTICE IN SEC SCHOOL II,SUP,"Saeb,Rania S",11,CLINICAL,1/23/17,5/12/17,,,
EDSS, 572,06,CLIN PRACTICE IN SEC SCHOOL II,SUP,"Stoll,Barbara",5,CLINICAL,1/23/17,5/12/17,,,
EDSS, 572,07,CLIN PRACTICE IN SEC SCHOOL II,SUP,"Mendenhall,Bonnie H",10,CLINICAL,1/23/17,5/12/17,,,
EDSS, 572,08,CLIN PRACTICE IN SEC SCHOOL II,SUP,"Bernal,Penelope J",6,CLINICAL,1/23/17,5/12/17,,,
EDSS, 572,09,CLIN PRACTICE IN SEC SCHOOL II,SUP,"Freeborn,Sherry L",2,CLINICAL,1/23/17,5/12/17,,,
EDST, 450,01,MATH & SCIENCE TEACH/LEARNING,LEC,"DeRoma,Deborah D",16,ACD 204,1/23/17,5/12/17,T,4:00:00 PM,5:20:00 PM
EDT, 633-1,01,ST: G Suite for Education,LEC,"Evans,Matthew S",9,ONLINE,1/23/17,5/12/17,,,
EDT, 635,01,Comp Think and Coding for Educ,LEC,"Evans,Matthew S",17,ONLINE,1/23/17,5/12/17,,,
EDT, 635,02,Comp Think and Coding for Educ,LEC,"Hayden,Katherine L",2,OFF CAMPUS,1/23/17,5/12/17,,,
EDT, 643,01,Using Mobile Tech Teach/Learn,LEC,"Evans,Matthew S",12,ONLINE,1/23/17,5/12/17,,,
EDT, 644,01,Social Media in Education,LEC,"Evans,Matthew S",16,ONLINE,1/23/17,5/12/17,,,
EDUC,   1,01,EDUCATION ORIENTATION,NWI,"Ervin,Erika N",29,ONLINE,1/23/17,5/12/17,,,
EDUC, 350,01,FOUND TEACH AS A PROFESSION,LEC,"Freeborn,Sherry L",29,UNIV 443,1/23/17,5/12/17,MW,4:00:00 PM,5:15:00 PM
EDUC, 350,02,FOUND TEACH AS A PROFESSION,LEC,"Freeborn,Sherry L",35,UNIV 273,1/23/17,5/12/17,TR,10:30:00 AM,11:45:00 AM
EDUC, 350,03,FOUND TEACH AS A PROFESSION,LEC,"Mauerman,Leslie P",27,ACD 305,1/23/17,5/12/17,TR,2:30:00 PM,3:45:00 PM
EDUC, 350,04,FOUND TEACH AS A PROFESSION,LEC,"Valadez,Gilbert",25,ONLINE,1/23/17,5/12/17,,,
EDUC, 350,05,FOUND TEACH AS A PROFESSION,LEC,"Mendenhall,Bonnie H",18,UNIV 443,1/23/17,5/12/17,M,5:30:00 PM,8:20:00 PM
EDUC, 350,06,FOUND TEACH AS A PROFESSION,LEC,"Ahle,Stephen",28,UNIV 441,1/23/17,5/12/17,T,6:00:00 PM,8:45:00 PM
EDUC, 364,01,CULTURAL DIVERSITY & SCHOOLING,LEC,"Woods,Jennifer",28,UNIV 443,1/23/17,5/12/17,MW,2:30:00 PM,3:45:00 PM
EDUC, 364,02,CULTURAL DIVERSITY & SCHOOLING,LEC,"Halcon,John J",48,MARK 210,1/23/17,5/12/17,TR,9:00:00 AM,10:15:00 AM
EDUC, 364,03,CULTURAL DIVERSITY & SCHOOLING,LEC,"Halcon,John J",45,UNIV 444,1/23/17,5/12/17,TR,1:00:00 PM,2:15:00 PM
EDUC, 364,04,CULTURAL DIVERSITY & SCHOOLING,LEC,"Ayala,Elisa S",29,UNIV 443,1/23/17,5/12/17,T,5:30:00 PM,8:20:00 PM
EDUC, 364,05,CULTURAL DIVERSITY & SCHOOLING,LEC,"Woods,Jennifer",23,UNIV 443,1/23/17,5/12/17,W,5:30:00 PM,8:20:00 PM
EDUC, 364,06,CULTURAL DIVERSITY & SCHOOLING,LEC,"Freeborn,Sherry L",28,ACD 407,1/23/17,5/12/17,MW,2:30:00 PM,3:45:00 PM
EDUC, 364,07,CULTURAL DIVERSITY & SCHOOLING,LEC,"Woods,Jennifer",31,UNIV 441,1/23/17,5/12/17,R,6:00:00 PM,8:45:00 PM
EDUC, 370,01,LEADERSHIP FDN TEACH DIV STUD,LEC,"Verdel,Rosario L",4,UNIV 273,1/23/17,5/12/17,F,3:00:00 PM,3:50:00 PM
EDUC, 374,01,INTRO TO INTL COMP EDUC,LEC,"Marion,Robin D",36,ONLINE,1/23/17,5/12/17,,,
EDUC, 380,01,APPL CHILD &YOUTH DEVELOPMENT,LEC,"Mauerman,Leslie P",10,ACD 305,1/23/17,5/12/17,TR,9:00:00 AM,10:15:00 AM
EDUC, 380,03,APPL CHILD &YOUTH DEVELOPMENT,LEC,"Garza,Elizabeth A",46,KEL 1111,1/23/17,5/12/17,M,9:30:00 AM,12:20:00 PM
EDUC, 422,01,TECH TOOLS FOR TEACH & LEARN,LEC,"Evans,Matthew S",27,ONLINE,1/23/17,5/12/17,,,
EDUC, 422,02,TECH TOOLS FOR TEACH & LEARN,LEC,"Hanor,Joan H",27,ONLINE,1/23/17,5/12/17,,,
EDUC, 422,03,TECH TOOLS FOR TEACH & LEARN,LEC,"Evans,Matthew S",28,ONLINE,1/23/17,5/12/17,,,
EDUC, 422,04,TECH TOOLS FOR TEACH & LEARN,LEC,"Moser-Hayashi,Nancy Elizabeth",30,UNIV 273,1/23/17,5/12/17,F,9:00:00 AM,11:50:00 AM
EDUC, 422,05,TECH TOOLS FOR TEACH & LEARN,LEC,"Falcone,Kelly A",26,UNIV 271,1/23/17,5/12/17,R,5:30:00 PM,8:20:00 PM
EDUC, 422,06,TECH TOOLS FOR TEACH & LEARN,LEC,"Falcone,Kelly A",33,UNIV 273,1/23/17,5/12/17,M,6:00:00 PM,8:45:00 PM
EDUC, 422A,01,TECH TOOLS LEARN & TEACH - A,LEC,"Mendenhall,Bonnie H",11,UNIV 273,1/23/17,5/12/17,S,8:00:00 AM,5:50:00 PM
EDUC, 422B,01,TECH TOOLS TEACH & LEARN - B,LEC,"Mendenhall,Bonnie H",13,UNIV 273,1/23/17,5/12/17,S,8:00:00 AM,5:50:00 PM
EDUC, 422C,01,TECH TOOLS TEACH & LEARN-C,LEC,"Chen,Rong-Ji",11,UNIV 273,1/23/17,5/12/17,S,8:00:00 AM,5:50:00 PM
EDUC, 599,01,INDEP STUDY,SUP,"Elsbree,Anne R",1,ARR,1/23/17,5/12/17,,,
EDUC, 599,02,INDEP STUDY,SUP,"Siyahhan,Sinem",1,ARR,1/23/17,5/12/17,,,
EDUC, 599,03,INDEP STUDY,SUP,"Siyahhan,Sinem",1,ARR,1/23/17,5/12/17,,,
EDUC, 599,04,INDEP STUDY,SUP,"Chen,Rong-Ji",1,ARR,1/23/17,5/12/17,,,
EDUC, 602,01,SCH IN MLTICUL SOC,LEC,"McField,Grace P",15,MARK 210,1/23/17,5/12/17,T,5:30:00 PM,8:20:00 PM
EDUC, 602,02,SCH IN MLTICUL SOC,LEC,"Zyburt,Gina M",16,UNIV 257,1/23/17,5/12/17,R,5:30:00 PM,8:20:00 PM
EDUC, 622,01,RES & METH IN EDUC,LEC,"Chen,Rong-Ji",32,ONLINE,1/23/17,5/12/17,,,
EDUC, 628,01,APPL RES METH,LEC,"Olivas,Antonia P",22,UNIV 273,1/23/17,5/12/17,W,5:30:00 PM,8:20:00 PM
EDUC, 634,01,IB MIDDLE YEAR PROGRAM PREP II,LEC,"Paliotti,Melanie P",7,ONLINE,1/23/17,5/12/17,,,
EDUC, 654,01,BILITERACY ED II: METH/CULTURE,LEC,"Barrios,Gilberto D",16,UNIV 440,1/23/17,5/12/17,W,5:30:00 PM,8:20:00 PM
EDUC, 658,01,PRACTICES AND STRATEGIES,LEC,"Zyburt,Gina M",13,ONLINE,1/23/17,5/12/17,,,
EDUC, 659,01,CURRICULUM AND ASSESSMENT,LEC,"Hernandez,Ana M",15,ONLINE,1/23/17,5/12/17,,,
EDUC, 698,01,MASTER CULMIN EXPER SEM,NTI,"Robledo,Jodi A",3,ARR,1/23/17,5/12/17,,,
EDUC, 698,02,MASTER CULMIN EXPER SEM,NTI,"Mauerman,Leslie P",2,ARR,1/23/17,5/12/17,,,
EDUC, 698,03,MASTER CULMIN EXPER SEM,NTI,"Thousand,Jacqueline S",12,ARR,1/23/17,5/12/17,,,
EDUC, 698,04,MASTER CULMIN EXPER SEM,NTI,"Hernandez,Ana M",4,ARR,1/23/17,5/12/17,,,
EDUC, 698,05,MASTER CULMIN EXPER SEM,NTI,"Van Vooren,Carol",7,ARR,1/23/17,5/12/17,,,
EDUC, 698,06,MASTER CULMIN EXPER SEM,NTI,"Ochanji,Moses K",1,ARR,1/23/17,5/12/17,,,
EDUC, 698,07,MASTER CULMIN EXPER SEM,NTI,"Siyahhan,Sinem",4,ARR,1/23/17,5/12/17,,,
EDUC, 698,08,MASTER CULMIN EXPER SEM,NTI,"Stowell,Laurie P",1,ARR,1/23/17,5/12/17,,,
EDUC, 698,09,MASTER CULMIN EXPER SEM,NTI,"Daniels,Erika D",6,ARR,1/23/17,5/12/17,,,
EDUC, 698,10,MASTER CULMIN EXPER SEM,NTI,"McField,Grace P",1,ARR,1/23/17,5/12/17,,,
EDUC, 698,11,MASTER CULMIN EXPER SEM,NTI,"Olivas,Antonia P",1,ARR,1/23/17,5/12/17,,,
EDUC, 698,12,MASTER CULMIN EXPER SEM,NTI,"Brooks,Rebecca J",3,ARR,1/23/17,5/12/17,,,
EDUC,1109,01,AME LEADERSHIP INSTITUTE,LEC,"Goldberg,Merryl R",8,OFF CAMPUS,1/23/17,5/12/17,,,
EDUC,1114,01,FACILITATE HABITS OF MIND,LEC,"Daniels,Erika D",1,OFF CAMPUS,1/23/17,5/12/17,,,
EDUC,1115,02,QUANT LEARN EXCEL TEACH,LEC,,45,OFF CAMPUS,1/23/17,5/12/17,,,
ENTR, 320,01,"CREATE, INNOVATE & ENTREPRE",LEC,"Berry,David C",36,MARK 103,1/23/17,5/12/17,MW,8:30:00 AM,10:20:00 AM
ENTR, 320,02,"CREATE, INNOVATE & ENTREPRE",LEC,"McCarthy,Kimberly A",40,MARK 103,1/23/17,5/12/17,MW,12:30:00 PM,2:20:00 PM
ENTR, 420,01,NEW VENTURE MARKETING,LEC,"Belch,Gayle C",35,MARK 103,1/23/17,5/12/17,W,10:30:00 AM,12:20:00 PM
ENTR, 421,01,NEW VENTURE MANAGEMENT,LEC,"McCarthy,Kimberly A",34,MARK 103,1/23/17,5/12/17,M,10:30:00 AM,12:20:00 PM
ENTR, 421,02,NEW VENTURE MANAGEMENT,LEC,"McCarthy,Kimberly A",27,FCB 104,1/23/17,5/12/17,W,10:30:00 AM,12:20:00 PM
ENVS, 100,01,INTRO TO ENVIRONMENTAL STUDIES,LEC,"Dabb,Traci A",44,SBSB 1111,1/23/17,5/12/17,MWF,12:30:00 PM,1:20:00 PM
ENVS, 100,02,INTRO TO ENVIRONMENTAL STUDIES,LEC,"Simokat,Christine A",40,MARK 203,1/23/17,5/12/17,TR,10:30:00 AM,11:45:00 AM
ENVS, 210,01,INTRODUCTION TO GIS,LEC,"Simokat,Christine A",35,SBSB 1108,1/23/17,5/12/17,TR,1:00:00 PM,2:15:00 PM
ENVS, 310,01,ENVIRONMENTAL IMPACT ANALYSIS,LEC,"Valle,Gabriel R",35,UNIV 441,1/23/17,5/12/17,MW,2:30:00 PM,3:45:00 PM
ENVS, 490,01,CAPSTONE IN ENVIRON STUDIES,LEC,"Valle,Gabriel R",19,ACD 315,1/23/17,5/12/17,F,8:30:00 AM,11:20:00 AM
ENVS, 495C,01,INTERNSHIP IN ENVIRON STUDIES,ACT,"Charles,Jeffrey A",1,INDEPSTUDY,1/23/17,5/12/17,,,
ES, 100,01,EARTH & PLACE UNIVERSE,LEC,"Cook,Heather M",58,KEL 1106,1/23/17,5/12/17,TR,9:00:00 AM,10:15:00 AM
ES, 100,02,EARTH & PLACE UNIVERSE,LEC,"Cook,Heather M",61,KEL 1106,1/23/17,5/12/17,TR,10:30:00 AM,11:45:00 AM
FIN, 302,01,FOUNDATIONS OF FINANCE,LEC,"Pawar,Anil",42,MARK 301,1/23/17,5/12/17,M,8:30:00 AM,10:20:00 AM
FIN, 302,02,FOUNDATIONS OF FINANCE,LEC,"Sharghi,George K",36,MARK 203,1/23/17,5/12/17,R,5:00:00 PM,6:50:00 PM
FIN, 302,03,FOUNDATIONS OF FINANCE,LEC,"Byun,Il Y",38,MARK 301,1/23/17,5/12/17,F,8:30:00 AM,10:20:00 AM
FIN, 302,04,FOUNDATIONS OF FINANCE,LEC,"Byun,Il Y",46,SBSB 1107,1/23/17,5/12/17,R,8:00:00 AM,9:50:00 AM
FIN, 304,01,INTRO TO CORP FIN,LEC,"Tsay,Wenyuh",43,MARK 102,1/23/17,5/12/17,MW,12:30:00 PM,2:20:00 PM
FIN, 304,02,INTRO TO CORP FIN,LEC,"Labrinos,Emmanuel",36,MARK 301,1/23/17,5/12/17,MW,6:30:00 PM,8:20:00 PM
FIN, 304,03,INTRO TO CORP FIN,LEC,"Sun,Qi",35,MARK 301,1/23/17,5/12/17,TR,1:00:00 PM,2:50:00 PM
FIN, 304,04,INTRO TO CORP FIN,LEC,"Kang,Eun C",39,MARK 306,1/23/17,5/12/17,TR,8:00:00 AM,9:50:00 AM
FIN, 321,01,INVESTMENT ANALYSIS,LEC,"Zera,Stephen P",35,MARK 301,1/23/17,5/12/17,MW,2:30:00 PM,4:20:00 PM
FIN, 331,01,FIN MKTS & INST,LEC,"Tsay,Wenyuh",32,MARK 301,1/23/17,5/12/17,MW,10:30:00 AM,12:20:00 PM
FIN, 341,01,MULTINATL FIN MGMT,LEC,"Sun,Qi",37,MARK 103,1/23/17,5/12/17,TR,10:00:00 AM,11:50:00 AM
FIN, 404,01,ADVANCED CORPORATE FINANCE,LEC,"Kang,Eun C",35,MARK 301,1/23/17,5/12/17,TR,3:00:00 PM,4:50:00 PM
FIN, 422,01,ADV INVESTMENT ANALYSIS,LEC,"Zera,Stephen P",30,MARK 301,1/23/17,5/12/17,MW,4:30:00 PM,6:20:00 PM
FIN, 432,01,MANAGING FINANCIAL RISK,LEC,"Tsay,Wenyuh",23,MARK 201,1/23/17,5/12/17,T,1:00:00 PM,2:50:00 PM
FIN, 498,01,INDEP STUDY IN FIN,SUP,"Sun,Qi",2,INDEPSTUDY,1/23/17,5/12/17,,,
FIN, 498,02,INDEP STUDY IN FIN,SUP,"Tsay,Wenyuh",1,ARR,1/23/17,5/12/17,,,
FMST, 100,01,INTRO TO CINEMA,LEC,"Doller,Sandra L",120,ACD 102,1/23/17,5/12/17,T,5:30:00 PM,8:20:00 PM
FMST, 300,01,ELEMENTS OF CINEMA,LEC,"Metcalfe,Dale",119,ARTS 240,1/23/17,5/12/17,T,5:30:00 PM,8:20:00 PM
FMST, 375,01,FAM/TRAD/GENDER CHIN FILMS,LEC,"Yuan,Yuan",39,MARK 107,1/23/17,5/12/17,W,4:00:00 PM,6:50:00 PM
FREN, 101,01,BEGINNING FRENCH I,LEC,"Del Valle,Ana Isabel",35,MARK 203,1/23/17,5/12/17,WF,9:30:00 AM,11:20:00 AM
FREN, 101,02,BEGINNING FRENCH I,LEC,"Samir,Fatim-Zahra",31,UNIV 271,1/23/17,5/12/17,TR,1:00:00 PM,2:50:00 PM
FREN, 101,03,BEGINNING FRENCH I,LEC,"Del Valle,Ana Isabel",36,MARK 213,1/23/17,5/12/17,WF,11:30:00 AM,1:20:00 PM
FREN, 102,01,BEGINNING FRENCH II,LEC,"Del Valle,Ana Isabel",29,MARK 205,1/23/17,5/12/17,MW,2:30:00 PM,4:20:00 PM
FREN, 102,02,BEGINNING FRENCH II,LEC,"Samir,Fatim-Zahra",20,MARK 211,1/23/17,5/12/17,TR,8:00:00 AM,9:50:00 AM
FREN, 102,03,BEGINNING FRENCH II,LEC,"Cujec,Carol A",26,FCB 104,1/23/17,5/12/17,TR,10:00:00 AM,11:50:00 AM
FREN, 201,01,INTERMED FRENCH I,LEC,"Cujec,Carol A",37,ACD 205,1/23/17,5/12/17,TR,1:00:00 PM,2:15:00 PM
FREN, 201,02,INTERMED FRENCH I,LEC,"Del Valle,Ana Isabel",36,MARK 203,1/23/17,5/12/17,M,9:30:00 AM,12:20:00 PM
FREN, 311,01,ADV FRENCH,LEC,"Geiger,Marion",34,MARK 205,1/23/17,5/12/17,TR,1:00:00 PM,2:15:00 PM
FREN, 395C,02,INDEP STUDY,SUP,"Anover,Veronica",3,INDEPSTUDY,1/23/17,5/12/17,,,
GBM, 425,01,INTL BUS MGMT,LEC,"Sennhauser,Tom E",31,MARK 306,1/23/17,5/12/17,MW,12:30:00 PM,2:20:00 PM
