Full Class Sched- ALL COLLEGES,   ,,,,,,,,,,,
Subject,Catalog,Section,Descr,Component,Name,Tot Enrl,Facil ID,Start Date,End Date,Mtg Pat,Mtg Start,Mtg End
HIST, 312,01,ANCIENT WORLD IN FILM,LEC,"Engen,Darel T",45,MARK 214,1/23/17,5/12/17,M,5:30:00 PM,8:20:00 PM
HIST, 313,01,EUROPE IN THE MIDDLE AGES,LEC,"Zaldivar,Antonio M",35,MARK 214,1/23/17,5/12/17,TR,2:30:00 PM,3:45:00 PM
HIST, 323,01,SOC & CUL IN MOD EUR,LEC,"Elwood,Ann B",46,ONLINE,1/23/17,5/12/17,,,
HIST, 326,01,EUROPE SINCE 1945,LEC,"Seleski,Patricia S",33,MARK 201,1/23/17,5/12/17,MW,2:30:00 PM,3:45:00 PM
HIST, 330,01,CONSTITUTION & AMER SOC,LEC,"Lombard,Anne S",44,MARK 214,1/23/17,5/12/17,TR,9:00:00 AM,10:15:00 AM
HIST, 334,01,AFR-AMER EXPER,LEC,"Watts,Jill M",37,MARK 203,1/23/17,5/12/17,TR,1:00:00 PM,2:15:00 PM
HIST, 340,01,ENVIRON HISTORY OF U.S.,LEC,"Charles,Jeffrey A",38,MARK 201,1/23/17,5/12/17,TR,9:00:00 AM,10:15:00 AM
HIST, 346,01,DEV OF AMER FRONTIER,LEC,"Kang,Shulamith D",41,ACD 201,1/23/17,5/12/17,M,5:30:00 PM,8:20:00 PM
HIST, 347,01,CALIFORNIA HISTORY,LEC,"Strathman,Theodore A",43,MARK 102,1/23/17,5/12/17,MW,2:30:00 PM,3:45:00 PM
HIST, 347,02,CALIFORNIA HISTORY,LEC,"Henderson,Michael A",46,ONLINE,1/23/17,5/12/17,,,
HIST, 349,01,US FOR POLICY,LEC,"Garcia,Octavio D",34,ARTS 220,1/23/17,5/12/17,TR,10:30:00 AM,11:45:00 AM
HIST, 361,01,MODERN EAST ASIA,LEC,"Xiao,Zhiwei",32,MARK 102,1/23/17,5/12/17,T,4:00:00 PM,6:50:00 PM
HIST, 367,01,WOMEN IN CHINA,LEC,"Xiao,Zhiwei",39,MARK 102,1/23/17,5/12/17,R,4:00:00 PM,6:50:00 PM
HIST, 371,01,MODERN AFRICAN HISTORY,LEC,"Mekenye,Reuben O",42,MARK 102,1/23/17,5/12/17,M,4:00:00 PM,6:50:00 PM
HIST, 400,01,SEM IN EUROPEAN HISTORY,LEC,"Seleski,Patricia S",14,SBSB 4119,1/23/17,5/12/17,MWF,10:30:00 AM,11:20:00 AM
HIST, 450,01,SEM IN AFR HIST,LEC,"Mekenye,Reuben O",8,MARK 303,1/23/17,5/12/17,W,4:00:00 PM,6:50:00 PM
HIST, 495A,01,INTERNSHIP,SUP,"Watts,Jill M",1,INDEPSTUDY,1/23/17,5/12/17,,,
HIST, 495B,01,INTERNSHIP,SUP,"Quinney,Kimber M",7,MARK 303,1/23/17,5/12/17,F,9:30:00 AM,11:20:00 AM
HIST, 502,01,HIST & APPL MEDIA TECH,LEC,"Hijar,Katherine N",9,MARK 303,1/23/17,5/12/17,M,5:30:00 PM,8:20:00 PM
HIST, 513C,01,HIST TEACHING PRACTICUM,SUP,"Quinney,Kimber M",6,UNIV 440,1/23/17,5/12/17,T,5:30:00 PM,8:20:00 PM
HIST, 538,01,ADV SEM IN U.S. HISTORY,LEC,"Kang,Shulamith D",8,MARK 214,1/23/17,5/12/17,W,5:30:00 PM,8:20:00 PM
HIST, 620,01,HISTORY MA THESIS,SUP,"Watts,Jill M",12,MARK 303,1/23/17,5/12/17,R,5:30:00 PM,8:20:00 PM
HIST, 699C,03,IND STUDY ADV HIST ISSUES,SUP,"Kang,Shulamith D",1,INDEPSTUDY,1/23/17,5/12/17,,,
HIST, 699C,04,IND STUDY ADV HIST ISSUES,SUP,"Charles,Jeffrey A",1,INDEPSTUDY,1/23/17,5/12/17,,,
HIST, 699C,05,IND STUDY ADV HIST ISSUES,SUP,"Al-Marashi,Ibrahim",1,INDEPSTUDY,1/23/17,5/12/17,,,
HIST, 699C,06,IND STUDY ADV HIST ISSUES,SUP,"Zaldivar,Antonio M",1,INDEPSTUDY,1/23/17,5/12/17,,,
HSCI, 200,01,PERSONAL HEALTH & WELLNESS,LEC,"Dill,Laura L",30,CFH 130,1/23/17,5/12/17,W,8:30:00 AM,9:20:00 AM
HSCI, 200,02,PERSONAL HEALTH & WELLNESS,LEC,"Dill,Laura L",30,CFH 130,1/23/17,5/12/17,W,9:30:00 AM,10:20:00 AM
ID, 170-5,01,ST: INTRO TO ORIGINS OF CHS,LEC,"Yanez,Angelica M",24,SBSB 2101,1/23/17,5/12/17,TR,4:00:00 PM,5:15:00 PM
ID, 340,01,DIVERSITY & DISCRIMINATION,LEC,"Yamashita,Robert C",36,SBSB 2111,1/23/17,5/12/17,T,5:30:00 PM,8:20:00 PM
ID, 340,02,DIVERSITY & DISCRIMINATION,LEC,"Schultz,Richard D",39,SCI2 243,1/23/17,5/12/17,R,5:30:00 PM,8:20:00 PM
ID, 360-4,01,ST: DISNEY ANIMATED FILMS,LEC,"Pershing,Linda L",35,ONLINE,1/23/17,5/12/17,,,
ID, 370-16,01,ST: THE HUNGER GAMES,LEC,"Pershing,Linda L",36,ONLINE,1/23/17,5/12/17,,,
ID, 370-16,02,ST: THE HUNGER GAMES,LEC,"Pershing,Linda L",33,ONLINE,1/23/17,5/12/17,,,
ID, 381,10,NATL SCI FOR TEACHERS,LEC,"Coe,Amy L",21,SBSB 1108,1/23/17,5/12/17,M,5:30:00 PM,7:20:00 PM
ID, 381,11A,NATL SCI FOR TEACHERS,ACT,"Coe,Amy L",21,SBSB 1108,1/23/17,5/12/17,W,5:30:00 PM,7:20:00 PM
ID, 395,01,INDEPENDENT STUDY,ACT,"Pershing,Linda L",3,ONLINE,1/23/17,5/12/17,,,
ID, 401-1,01,ST: CAREER READINESS,LEC,"Hoeger,Laura K",5,SEE NOTE,1/23/17,2/25/17,TR,4:00:00 PM,5:15:00 PM
ID, 401-3,01,ST: CAREER READINESS,LEC,"Hoeger,Laura K",8,SBSB 4119,1/23/17,5/12/17,TR,4:00:00 PM,5:15:00 PM
ID, 495,01,ADVANCED INDEPENDENT RESEARCH,ACT,"Solomon,Lucy HG",5,INDEPSTUDY,1/23/17,5/12/17,,,
IP, 450,01,INTL PROG STUDY ABROAD,NWI,,2,,1/23/17,5/12/17,,,
IP, 470,01,INTL EXCH PROG,NWI,,17,,1/23/17,5/12/17,,,
KINE, 110,01,YOGA,ACT,"Miller,Ileen K",36,CFH 113,1/23/17,5/12/17,TR,9:00:00 AM,9:50:00 AM
KINE, 200,01,FIRST AID AND SAFETY,LEC,"Ortiz-Stuhr,Esther M",28,UNIV 257,1/23/17,3/17/17,T,3:00:00 PM,4:50:00 PM
KINE, 202,01,INTRO TO KINESIOLOGY,LEC,"Dill,Laura L",34,UNIV 440,1/23/17,5/12/17,MWF,7:30:00 AM,8:20:00 AM
KINE, 202,02,INTRO TO KINESIOLOGY,LEC,"Daly,Tracy L",32,ACD 319,1/23/17,5/12/17,MW,2:30:00 PM,3:45:00 PM
KINE, 202,04,INTRO TO KINESIOLOGY,LEC,"Ordas,Anthony Y",36,ACD 301,1/23/17,5/12/17,F,10:30:00 AM,1:20:00 PM
KINE, 204,10,TECH OF FITNESS/WEIGHT TRN,LEC,"Ordas,Anthony Y",39,ACD 301,1/23/17,5/12/17,MW,1:30:00 PM,2:20:00 PM
KINE, 204,11A,TECH OF FITNESS/WEIGHT TRN,LAB,"Ordas,Anthony Y",22,CFH 135,1/23/17,5/12/17,MW,2:30:00 PM,3:45:00 PM
KINE, 204,12A,TECH OF FITNESS/WEIGHT TRN,LAB,"Ordas,Anthony Y",17,CFH 135,1/23/17,5/12/17,MW,4:00:00 PM,5:15:00 PM
KINE, 301,10,MOTOR CONTROL & LEARNING,LEC,"Jindrich,Devin L",36,UNIV 257,1/23/17,5/12/17,TR,9:00:00 AM,10:15:00 AM
KINE, 301,11A,MOTOR CONTROL & LEARNING,LAB,"Jindrich,Devin L",18,UNIV 240,1/23/17,5/12/17,T,10:20:00 AM,12:50:00 PM
KINE, 301,12A,MOTOR CONTROL & LEARNING,LAB,"Jindrich,Devin L",18,UNIV 240,1/23/17,5/12/17,R,10:20:00 AM,12:50:00 PM
KINE, 301,20,MOTOR CONTROL & LEARNING,LEC,"Tsianos,George A",36,UNIV 237,1/23/17,5/12/17,MW,4:00:00 PM,5:15:00 PM
KINE, 301,21A,MOTOR CONTROL & LEARNING,LAB,"Rodriguez,Jessica D",18,UNIV 240,1/23/17,5/12/17,M,1:00:00 PM,3:45:00 PM
KINE, 301,22A,MOTOR CONTROL & LEARNING,LAB,"Rodriguez,Jessica D",18,UNIV 240,1/23/17,5/12/17,W,1:00:00 PM,3:45:00 PM
KINE, 301,30,MOTOR CONTROL & LEARNING,LEC,"Zubia,Marissa B",30,TEME CLASS,1/23/17,5/12/17,R,9:00:00 AM,11:45:00 AM
KINE, 301,31A,MOTOR CONTROL & LEARNING,LAB,"Zubia,Marissa B",16,TEME CLASS,1/23/17,5/12/17,T,9:00:00 AM,11:45:00 AM
KINE, 301,32A,MOTOR CONTROL & LEARNING,LAB,"Zubia,Marissa B",14,TEME CLASS,1/23/17,5/12/17,R,1:00:00 PM,3:45:00 PM
KINE, 302,10,CARE/PREVENT ATHLETIC INJURIES,LEC,"Dill,Laura L",31,UNIV 257,1/23/17,5/12/17,MW,12:30:00 PM,1:20:00 PM
KINE, 302,11A,CARE/PREVENT ATHLETIC INJURIES,LAB,"Dill,Laura L",15,UNIV 257,1/23/17,5/12/17,M,1:30:00 PM,4:20:00 PM
KINE, 302,12A,CARE/PREVENT ATHLETIC INJURIES,LAB,"Dill,Laura L",16,UNIV 257,1/23/17,5/12/17,W,1:30:00 PM,4:20:00 PM
KINE, 303,01,STATISTICS &RESEARCH METHODS,LEC,"Asakawa,Deanna Jo",32,ACD 206,1/23/17,5/12/17,TR,9:00:00 AM,10:15:00 AM
KINE, 303,02,STATISTICS &RESEARCH METHODS,LEC,"Asakawa,Deanna Jo",32,SBSB 2101,1/23/17,5/12/17,MW,4:00:00 PM,5:15:00 PM
KINE, 304,01,ADAPTED PHYSICAL EDUCATION,LEC,"Ortiz-Stuhr,Esther M",25,CFH 130,1/23/17,5/12/17,R,1:00:00 PM,2:15:00 PM
KINE, 305,10,MOVEMENT ANATOMY,LEC,"Ordas,Anthony Y",34,UNIV 257,1/23/17,5/12/17,MWF,8:30:00 AM,9:20:00 AM
KINE, 305,11A,MOVEMENT ANATOMY,LAB,"Ordas,Anthony Y",16,UNIV 257,1/23/17,5/12/17,M,9:30:00 AM,12:20:00 PM
KINE, 305,12A,MOVEMENT ANATOMY,LAB,"Ordas,Anthony Y",18,UNIV 257,1/23/17,5/12/17,W,9:30:00 AM,12:20:00 PM
KINE, 305,20,MOVEMENT ANATOMY,LEC,"Kang,Hyun Gu",30,UNIV 257,1/23/17,5/12/17,TR,1:00:00 PM,2:15:00 PM
KINE, 305,21A,MOVEMENT ANATOMY,LAB,"Kang,Hyun Gu",14,UNIV 257,1/23/17,5/12/17,T,10:20:00 AM,12:50:00 PM
KINE, 305,22A,MOVEMENT ANATOMY,LAB,"Kang,Hyun Gu",16,UNIV 257,1/23/17,5/12/17,R,10:20:00 AM,12:50:00 PM
KINE, 306,01,EXERCISE FITNESS & HLTH,LEC,"Roberg Chao,Lea",31,ONLINE,1/23/17,5/12/17,,,
KINE, 306,02,EXERCISE FITNESS & HLTH,LEC,"Roberg Chao,Lea",34,UNIV 101,1/23/17,5/12/17,W,4:00:00 PM,5:15:00 PM
KINE, 310,01,SOCIAL AND EMOTIONAL HEALTH,LEC,"Ortiz-Stuhr,Esther M",28,MARK 305,1/23/17,5/12/17,F,8:30:00 AM,9:45:00 AM
KINE, 316,01,STRESS MANAGEMENT,LEC,"Roberg Chao,Lea",32,ACD 317,1/23/17,5/12/17,MW,2:30:00 PM,3:45:00 PM
KINE, 316,02,STRESS MANAGEMENT,LEC,"Miller,Ileen K",29,TEME CLASS,1/23/17,5/12/17,T,1:00:00 PM,2:15:00 PM
KINE, 318,01,"SPORT, GAMES & CULTURE",LEC,"Tinley,Scott P",35,UNIV 101,1/23/17,5/12/17,T,2:30:00 PM,5:20:00 PM
KINE, 318,02,"SPORT, GAMES & CULTURE",LEC,"Tinley,Scott P",30,UNIV 257,1/23/17,5/12/17,R,2:30:00 PM,5:20:00 PM
KINE, 326,10,INTRO EXERC PHYSIOL,LEC,"Astorino,Todd A",37,UNIV 101,1/23/17,5/12/17,MWF,8:30:00 AM,9:20:00 AM
KINE, 326,11A,INTRO EXERC PHYSIOL,LAB,"Astorino,Todd A",18,ACD 115,1/23/17,5/12/17,M,9:30:00 AM,12:20:00 PM
KINE, 326,12A,INTRO EXERC PHYSIOL,LAB,"Astorino,Todd A",19,ACD 115,1/23/17,5/12/17,W,9:30:00 AM,12:20:00 PM
KINE, 326,20,INTRO EXERC PHYSIOL,LEC,"Newcomer,Sean C",33,ACD 301,1/23/17,5/12/17,TR,1:00:00 PM,2:15:00 PM
KINE, 326,21A,INTRO EXERC PHYSIOL,LAB,"Newcomer,Sean C",17,ACD 115,1/23/17,5/12/17,T,10:20:00 AM,12:50:00 PM
KINE, 326,22A,INTRO EXERC PHYSIOL,LAB,"Newcomer,Sean C",16,ACD 115,1/23/17,5/12/17,R,10:20:00 AM,12:50:00 PM
KINE, 326,30,INTRO EXERC PHYSIOL,LEC,"Dunn,Ronald E",26,TEME CLASS,1/23/17,5/12/17,M,9:00:00 AM,11:45:00 AM
KINE, 326,31A,INTRO EXERC PHYSIOL,LAB,"Dunn,Ronald E",26,TEME CLASS,1/23/17,5/12/17,M,1:00:00 PM,3:45:00 PM
KINE, 336,01,EXERCISE NUTRITION,LEC,"Daly,Tracy L",32,UNIV 443,1/23/17,5/12/17,M,8:30:00 AM,11:20:00 AM
KINE, 336,02,EXERCISE NUTRITION,LEC,"Rodriguez,Jessica D",30,ONLINE,1/23/17,5/12/17,,,
KINE, 404,01,INTRO TO EPIDEMIOLOGY,LEC,"Roberg Chao,Lea",38,UNIV 443,1/23/17,5/12/17,R,2:30:00 PM,5:20:00 PM
KINE, 405,01,HEALTH & DRUG EDUCATION,LEC,"Roberg Chao,Lea",36,ACD 406,1/23/17,5/12/17,TR,10:30:00 AM,11:45:00 AM
KINE, 406,01,STRESS TEST EXER PRESCRIP,LEC,"Astorino,Todd A",18,UNIV 443,1/23/17,5/12/17,F,9:30:00 AM,12:20:00 PM
KINE, 407,01,PRIN OF HEALTH PROMO & EDUC,LEC,"Roberg Chao,Lea",32,UNIV 273,1/23/17,5/12/17,TR,1:00:00 PM,2:15:00 PM
KINE, 407,02,PRIN OF HEALTH PROMO & EDUC,LEC,"Miller,Ileen K",26,TEME CLASS,1/23/17,5/12/17,T,11:30:00 AM,12:45:00 PM
KINE, 415,01,EATING DISORD/WT/CONTROL,LEC,"Daly,Tracy L",33,UNIV 443,1/23/17,5/12/17,W,8:30:00 AM,11:20:00 AM
KINE, 415,02,EATING DISORD/WT/CONTROL,LEC,"Rodriguez,Jessica D",20,ONLINE,1/23/17,5/12/17,,,
KINE, 425,10,BIOMECH OF HUMAN MOVEMENT,LEC,"Asakawa,Deanna Jo",33,ACD 404,1/23/17,5/12/17,TR,1:00:00 PM,2:15:00 PM
KINE, 425,11A,BIOMECH OF HUMAN MOVEMENT,LAB,"Asakawa,Deanna Jo",16,UNIV 260,1/23/17,5/12/17,T,2:30:00 PM,5:20:00 PM
KINE, 425,12A,BIOMECH OF HUMAN MOVEMENT,LAB,"Asakawa,Deanna Jo",17,UNIV 260,1/23/17,5/12/17,R,2:30:00 PM,5:20:00 PM
KINE, 425,20,BIOMECH OF HUMAN MOVEMENT,LEC,"Nessler,Jeff A",34,MARK 125,1/23/17,5/12/17,TR,1:00:00 PM,2:15:00 PM
KINE, 425,21A,BIOMECH OF HUMAN MOVEMENT,LAB,"Asakawa,Deanna Jo",17,UNIV 260,1/23/17,5/12/17,T,10:20:00 AM,12:50:00 PM
KINE, 425,22A,BIOMECH OF HUMAN MOVEMENT,LAB,"Asakawa,Deanna Jo",17,UNIV 260,1/23/17,5/12/17,R,10:20:00 AM,12:50:00 PM
KINE, 426,01,EX PHYS SPEC POPULATIONS,LEC,"Newcomer,Sean C",28,ACD 406,1/23/17,5/12/17,TR,9:00:00 AM,10:15:00 AM
KINE, 427,10,HEALTHY AGING,LEC,"Kang,Hyun Gu",26,UNIV 443,1/23/17,5/12/17,W,12:30:00 PM,2:20:00 PM
KINE, 427,11A,HEALTHY AGING,LAB,"Hino,Shoko",16,OFF CAMPUS,1/23/17,5/12/17,M,1:00:00 PM,3:50:00 PM
KINE, 427,12A,HEALTHY AGING,LAB,"Hino,Shoko",10,OFF CAMPUS,1/23/17,5/12/17,F,1:00:00 PM,3:50:00 PM
KINE, 495,04,INTERNSHIP IN KINESIOLOGY,LEC,"De Ghetaldi,Laura R",27,ONLINE,1/23/17,5/12/17,,,
KINE, 495C,01,INTERNSHIP IN KINE,LEC,"De Ghetaldi,Laura R",37,ACD 305,1/23/17,5/12/17,T,5:00:00 PM,6:50:00 PM
KINE, 495C,02,INTERNSHIP IN KINE,LEC,"De Ghetaldi,Laura R",35,ACD 305,1/23/17,5/12/17,F,7:30:00 AM,9:20:00 AM
KINE, 495C,03,INTERNSHIP IN KINE,LEC,"De Ghetaldi,Laura R",36,ACD 305,1/23/17,5/12/17,F,9:30:00 AM,11:20:00 AM
KINE, 499A,01,INDEPENDENT STUDY,ACT,"Nessler,Jeff A",2,INDEPSTUDY,1/23/17,5/12/17,,,
KINE, 499C,02,INDEPENDENT STUDY,ACT,"Nessler,Jeff A",1,INDEPSTUDY,1/23/17,5/12/17,,,
KINE, 499C,04,INDEPENDENT STUDY,ACT,"Newcomer,Sean C",2,INDEPSTUDY,1/23/17,5/12/17,,,
KINE, 503,01,ADVANCED STATISTICS,LEC,"Kang,Hyun Gu",10,UNIV 272,1/23/17,5/12/17,T,6:00:00 PM,8:50:00 PM
KINE, 506,01,SEMINAR IN KINESIOLOGY,LEC,"Jindrich,Devin L",10,UNIV 240,1/23/17,5/12/17,R,7:00:00 PM,8:50:00 PM
KINE, 526,10,ADV EXERCISE PHYSIOLOGY,LEC,"Newcomer,Sean C",10,ACD 115,1/23/17,5/12/17,T,3:00:00 PM,5:50:00 PM
KINE, 526,11A,ADV EXERCISE PHYSIOLOGY,LAB,"Newcomer,Sean C",10,ACD 115,1/23/17,5/12/17,R,4:00:00 PM,6:50:00 PM
LBST, 100,01,INTRO TO CRITICAL EDUCATION,LEC,"Gonzales,Martha R",28,SBSB 2111,1/23/17,5/12/17,MWF,11:30:00 AM,12:20:00 PM
LBST, 100,02,INTRO TO CRITICAL EDUCATION,LEC,"Barillas Chon,David W",24,ACD 310,1/23/17,5/12/17,TR,4:00:00 PM,5:15:00 PM
LBST, 300,01,INTRO TO CRITICAL EDUCATION,LEC,"Gonzales,Martha R",18,SBSB 2111,1/23/17,5/12/17,MWF,11:30:00 AM,12:20:00 PM
LBST, 300,02,INTRO TO CRITICAL EDUCATION,LEC,"Barillas Chon,David W",5,ACD 310,1/23/17,5/12/17,TR,4:00:00 PM,5:15:00 PM
LBST, 307,01,CHILDREN & ENVIRON,LEC,"Colley III,Donald E",40,SBSB 1108,1/23/17,5/12/17,M,12:30:00 PM,3:20:00 PM
LBST, 361,01,SOC CONST SCI,LEC,"Yamashita,Robert C",17,SBSB 1108,1/23/17,5/12/17,MW,4:00:00 PM,5:15:00 PM
LBST, 361B,01,SOC CONST OF SCI,LEC,"Yamashita,Robert C",20,SBSB 1108,1/23/17,5/12/17,MW,4:00:00 PM,5:15:00 PM
LING, 100,01,ENGLISH GRAMMAR/SYNTAX,LEC,"Waltz,Heidi",40,SBSB 2111,1/23/17,5/12/17,MW,5:30:00 PM,6:45:00 PM
LING, 100,03,ENGLISH GRAMMAR/SYNTAX,LEC,"Bateman,Nicoleta",40,SBSB 2111,1/23/17,5/12/17,TR,9:00:00 AM,10:15:00 AM
LING, 100,04,ENGLISH GRAMMAR/SYNTAX,LEC,"Bateman,Nicoleta",41,SBSB 2111,1/23/17,5/12/17,TR,10:30:00 AM,11:45:00 AM
LING, 300,01,INTRO TO LINGUISTICS,LEC,"Garcia,Jule M",42,SBSB 2111,1/23/17,5/12/17,TR,1:00:00 PM,2:15:00 PM
LING, 300,02,INTRO TO LINGUISTICS,LEC,"Garcia,Jule M",17,SBSB 2111,1/23/17,5/12/17,MW,4:00:00 PM,5:15:00 PM
LING, 300B,01,INTRO TO LINGUISTICS,LEC,"Garcia,Jule M",20,SBSB 2111,1/23/17,5/12/17,MW,4:00:00 PM,5:15:00 PM
LING, 341,01,LANGUAGE ISSUES IN U.S.,LEC,"Falce Robinson,Juliet A",39,SBSB 2111,1/23/17,5/12/17,TR,7:30:00 AM,8:45:00 AM
LING, 391,02,INTROPHONETICS/PHONOLOGY,LEC,"Bateman,Nicoleta",24,ACD 303,1/23/17,5/12/17,TR,1:00:00 PM,2:15:00 PM
LING, 480,01,FIELD METHODS LINGUISTICS,LEC,"Garcia,Jule M",35,SBSB 1108,1/23/17,5/12/17,T,5:30:00 PM,8:20:00 PM
LING, 499,01,INDEPENDENT STUDY,SUP,"Bateman,Nicoleta",1,INDEPSTUDY,1/23/17,5/12/17,,,
LING, 499,02,INDEPENDENT STUDY,SUP,"Garcia,Jule M",1,INDEPSTUDY,1/23/17,5/12/17,,,
LING, 499,03,INDEPENDENT STUDY,SUP,"Garcia,Jule M",1,INDEPSTUDY,1/23/17,5/12/17,,,
LTWR, 100,01,INTRO TO LITERATURE,LEC,"Metcalfe,Dale",39,MARK 308,1/23/17,5/12/17,MWF,10:30:00 AM,11:20:00 AM
LTWR, 100,02,INTRO TO LITERATURE,LEC,"Winchock,Dylan S",41,MARK 107,1/23/17,5/12/17,F,8:30:00 AM,11:20:00 AM
LTWR, 107,01,HUMOR,LEC,"Keehn,Robin S",39,MARK 107,1/23/17,5/12/17,MWF,1:30:00 PM,2:20:00 PM
LTWR, 115,01,CRIT THK READ & WRT,LEC,"Metcalfe,Dale",31,MARK 308,1/23/17,5/12/17,MWF,8:30:00 AM,9:20:00 AM
LTWR, 115,02,CRIT THK READ & WRT,LEC,"Berghof,Oliver G",35,MARK 107,1/23/17,5/12/17,TR,1:00:00 PM,2:15:00 PM
LTWR, 115,03,CRIT THK READ & WRT,LEC,"Keehn,Robin S",35,MARK 107,1/23/17,5/12/17,MWF,12:30:00 PM,1:20:00 PM
LTWR, 203,01,LITERATURE AND HEALTH,LEC,"Headley,Cynthia M",39,MARK 308,1/23/17,5/12/17,MWF,9:30:30 AM,10:20:30 AM
LTWR, 211,01,INTRO TO WOMEN'S LITERATURE,LEC,"Headley,Cynthia M",13,MARK 107,1/23/17,5/12/17,MWF,11:30:00 AM,12:20:00 PM
LTWR, 300A,01,FOUNDATIONS OF LTWR,LEC,"Headley,Cynthia M",37,MARK 308,1/23/17,5/12/17,TR,10:30:00 AM,11:45:00 AM
LTWR, 300B,01,HIST/PRAC LITERARY COMMENTARY,LEC,"Moukhlis,Salah M",38,MARK 107,1/23/17,5/12/17,M,8:30:00 AM,11:20:00 AM
LTWR, 307,01,WRITING ARGUMENT & ANALYSIS,LEC,"Headley,Cynthia M",25,MARK 107,1/23/17,5/12/17,TR,4:00:00 PM,5:15:00 PM
LTWR, 308A,01,ENGLISH LITERATURE I,LEC,"Breuer,Heidi J",37,MARK 308,1/23/17,5/12/17,MW,5:30:00 PM,6:45:00 PM
LTWR, 308B,01,ENGLISH LITERATURE II,LEC,"Berghof,Oliver G",40,MARK 308,1/23/17,5/12/17,TR,2:30:00 PM,3:45:00 PM
LTWR, 309A,01,US LITERATURE I,LEC,"Metcalfe,Dale",40,MARK 308,1/23/17,5/12/17,W,11:30:00 AM,2:20:00 PM
LTWR, 309B,01,US LITERATURE II,LEC,"Yuan,Yuan",38,MARK 308,1/23/17,5/12/17,MW,2:30:00 PM,3:45:00 PM
LTWR, 320,01,SACRED TEXTS,LEC,"Mendoza,Kenneth P",38,MARK 203,1/23/17,5/12/17,TR,9:00:00 AM,10:15:00 AM
LTWR, 325,01,CREATIVE WRITING WORKSHOP 1,LEC,"Wallace,Mark D",25,ACD 405,1/23/17,5/12/17,TR,1:00:00 PM,2:15:00 PM
LTWR, 336A,01,HITCHCOCK: MASTER OF SUSPENSE,LEC,"Mendoza,Kenneth P",43,MARK 107,1/23/17,5/12/17,R,5:30:00 PM,8:20:00 PM
LTWR, 336D,01,EUROPEAN CINEMA,LEC,"Berghof,Oliver G",40,MARK 107,1/23/17,5/12/17,T,5:30:00 PM,8:20:00 PM
LTWR, 350,01,RECLAIMING HUMANITIES,LEC,"Wallace,Mark D",39,MARK 107,1/23/17,5/12/17,TR,2:30:00 PM,3:45:00 PM
LTWR, 360,01,EMERGING LIT IN GLOBAL CONTEXT,LEC,"Moukhlis,Salah M",40,MARK 308,1/23/17,5/12/17,M,11:30:00 AM,2:20:00 PM
LTWR, 402,01,STUDIES IN SHAKESPEARE,LEC,"Breuer,Heidi J",32,MARK 107,1/23/17,5/12/17,MW,2:30:00 PM,3:45:00 PM
LTWR, 450,01,COMP AMER ETHNIC LITERATURE,LEC,"Mendoza,Kenneth P",34,MARK 107,1/23/17,5/12/17,TR,10:30:00 AM,11:45:00 AM
LTWR, 460,01,CULTURAL STUDIES,LEC,"Moukhlis,Salah M",35,MARK 107,1/23/17,5/12/17,W,8:30:00 AM,11:20:00 AM
LTWR, 475,01,THE WRITING PROCESS,LEC,"Keehn,Robin S",35,MARK 308,1/23/17,5/12/17,MW,4:00:00 PM,5:15:00 PM
LTWR, 499C,01,INDEP STUDY,SUP,"Mendoza,Kenneth P",1,INDEPSTUDY,1/23/17,5/12/17,,,
LTWR, 499C,02,INDEP STUDY,SUP,"Wallace,Mark D",1,INDEPSTUDY,1/23/17,5/12/17,,,
LTWR, 499C,03,INDEP STUDY,SUP,"Moukhlis,Salah M",2,INDEPSTUDY,1/23/17,5/12/17,,,
LTWR, 545,01,ADV CREATIVE WRITING,LEC,"Wallace,Mark D",16,MARK 308,1/23/17,5/12/17,T,5:30:00 PM,8:20:00 PM
LTWR, 601,01,LIT STUDY IN MLTICUL WOR,LEC,"Yuan,Yuan",8,ACD 405,1/23/17,5/12/17,M,5:30:00 PM,8:20:00 PM
LTWR, 602,01,COMPOSITION THEORY I,LEC,"Cucinella,Catherine A",10,ACD 405,1/23/17,5/12/17,W,5:30:00 PM,8:20:00 PM
LTWR, 690C,01,GRADUATE RESEARCH,SUP,"Lush,Rebecca M",2,INDEPSTUDY,1/23/17,5/12/17,,,
LTWR, 690C,02,GRADUATE RESEARCH,SUP,"Yuan,Yuan",1,INDEPSTUDY,1/23/17,5/12/17,,,
LTWR, 695C,01,INTERNSHIP,SUP,"Lush,Rebecca M",1,INDEPSTUDY,1/23/17,5/12/17,,,
LTWR, 699,01,GRADUATE THESIS,SUP,"Wallace,Mark D",1,INDEPSTUDY,1/23/17,5/12/17,,,
LTWR, 699,02,GRADUATE THESIS,SUP,"Lush,Rebecca M",3,INDEPSTUDY,1/23/17,5/12/17,,,
LTWR, 699,03,GRADUATE THESIS,SUP,"Doller,Sandra L",1,INDEPSTUDY,1/23/17,5/12/17,,,
LTWR, 699,04,GRADUATE THESIS,SUP,"Cucinella,Catherine A",1,INDEPSTUDY,1/23/17,5/12/17,,,
LTWR, 699Z,01,THESIS EXT,NTI,"Mendoza,Kenneth P",1,INDEPSTUDY,1/23/17,5/12/17,,,
LTWR, 699Z,02,THESIS EXT,NTI,"Wallace,Mark D",2,INDEPSTUDY,1/23/17,5/12/17,,,
